"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"Indiana       ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Indiana","Indiana",18,2006,2006,"Firearm","GRINJ-006",52,1374775,"3.8",36.3,5427561,561008,45394,638,"(0) Law provision is not present"
"Iowa          ",2006,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2006_Iowa","Iowa",19,2006,2006,"Firearm","GRINJ-006",27,646896,"4.2",37.8,2772535,324529,44491,584,"(1) Law provision is present"
"Kansas        ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Kansas","Kansas",20,2006,2006,"Firearm","GRINJ-006",29,617168,"4.7",36.3,2361047,331537,45478,609,"(0) Law provision is not present"
"Kentucky      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Kentucky","Kentucky",21,2006,2006,"Firearm","GRINJ-006",43,867823,"5.0",37.3,3762571,332480,39372,548,"(0) Law provision is not present"
"Louisiana     ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Louisiana","Louisiana",22,2006,2006,"Firearm","GRINJ-006",46,961563,"4.8",35.6,2760233,367069,39337,618,"(0) Law provision is not present"
"Maryland      ",2006,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2006_Maryland","Maryland",24,2006,2006,"Firearm","GRINJ-006",31,1179844,"2.6",37.3,3441497,721296,65144,953,"(1) Law provision is present"
"Michigan      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Michigan","Michigan",26,2006,2006,"Firearm","GRINJ-006",59,2173771,"2.7",37.3,8026545,1016033,47182,675,"(0) Law provision is not present"
"Minnesota     ",2006,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2006_Minnesota","Minnesota",27,2006,2006,"Firearm","GRINJ-006",26,1112562,"2.3",36.8,4538957,705316,54023,701,"(1) Law provision is present"
"Mississippi   ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Mississippi","Mississippi",28,2006,2006,"Firearm","GRINJ-006",21,656966,"3.2",35.4,1749296,232501,34473,584,"(0) Law provision is not present"
"Missouri      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Missouri","Missouri",29,2006,2006,"Firearm","GRINJ-006",49,1249610,"3.9",37.2,4905832,599937,42841,607,"(0) Law provision is not present"
"Montana       ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Montana","Montana",30,2006,2006,"Firearm","GRINJ-006",17,205065,"Unreliable",39.5,847192,119732,40627,571,"(0) Law provision is not present"
"Nebraska      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Nebraska","Nebraska",31,2006,2006,"Firearm","GRINJ-006",21,392137,"5.4",36,1566980,210045,45474,593,"(0) Law provision is not present"
"Nevada        ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Nevada","Nevada",32,2006,2006,"Firearm","GRINJ-006",29,512647,"5.7",35.6,1837860,223358,52998,917,"(0) Law provision is not present"
"New Jersey    ",2006,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2006_NewJersey","New Jersey",34,2006,2006,"Firearm","GRINJ-006",15,1718221,"Unreliable",38.2,6073160,1235533,64470,974,"(1) Law provision is present"
"New Mexico    ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_NewMexico","New Mexico",35,2006,2006,"Firearm","GRINJ-006",36,436740,"8.2",35.2,1325762,179016,40629,617,"(0) Law provision is not present"
"New York      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_NewYork","New York",36,2006,2006,"Firearm","GRINJ-006",42,4001229,"1.0",37.4,12816272,2293158,51384,875,"(0) Law provision is not present"
"North Carolina",2006,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2006_NorthCarolina","North Carolina",37,2006,2006,"Firearm","GRINJ-006",91,1855884,"4.9",36.6,6224663,966882,42625,656,"(1) Law provision is present"
"North Dakota  ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_NorthDakota","North Dakota",38,2006,2006,"Firearm","GRINJ-006",14,155266,"Unreliable",37.1,578919,78243,41919,497,"(0) Law provision is not present"
"Ohio          ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Ohio","Ohio",39,2006,2006,"Firearm","GRINJ-006",76,2405032,"3.2",37.6,9645844,1115230,44532,627,"(0) Law provision is not present"
"Oklahoma      ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Oklahoma","Oklahoma",40,2006,2006,"Firearm","GRINJ-006",35,785286,"4.5",36.2,2698032,344470,38770,580,"(0) Law provision is not present"
"Oregon        ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Oregon","Oregon",41,2006,2006,"Firearm","GRINJ-006",36,748394,"4.8",37.6,3186177,439070,46230,714,"(0) Law provision is not present"
"Pennsylvania  ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Pennsylvania","Pennsylvania",42,2006,2006,"Firearm","GRINJ-006",94,2583660,"3.6",39.6,10429732,1332252,46259,664,"(0) Law provision is not present"
"South Carolina",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_SouthCarolina","South Carolina",45,2006,2006,"Firearm","GRINJ-006",31,927440,"3.3",37.1,2908324,423447,41100,640,"(0) Law provision is not present"
"South Dakota  ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_SouthDakota","South Dakota",46,2006,2006,"Firearm","GRINJ-006",16,174884,"Unreliable",37.3,681785,88911,42791,522,"(0) Law provision is not present"
"Tennessee     ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Tennessee","Tennessee",47,2006,2006,"Firearm","GRINJ-006",61,1248647,"4.9",37.2,4781578,571014,40315,613,"(0) Law provision is not present"
"Texas         ",2006,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2006_Texas","Texas",48,2006,2006,"Firearm","GRINJ-006",174,5329588,"3.3",33.1,16405937,2424828,44922,711,"(1) Law provision is present"
"Utah          ",2006,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2006_Utah","Utah",49,2006,2006,"Firearm","GRINJ-006",33,650891,"5.1",28.4,2271604,275297,51309,697,"(0) Law provision is not present"
